Date,Open,High,Low,Close,Adj Close,Volume
2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,190.9962921142578,45679300
2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,189.42999267578125,189.18858337402344,43389500
2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,193.4199981689453,193.1735076904297,66628400
2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,192.32000732421875,192.07492065429688,41089700
2023-12-07,193.6300048828125,195.0,193.58999633789062,194.27000427246094,194.02243041992188,47477700
2023-12-08,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,195.46058654785156,53377300
2023-12-11,193.11000061035156,193.49000549316406,191.4199981689453,193.17999267578125,192.93380737304688,60943700
2023-12-12,193.0800018310547,194.72000122070312,191.72000122070312,194.7100067138672,194.4618682861328,52696900
2023-12-13,195.08999633789062,198.0,194.85000610351562,197.9600067138672,197.7077178955078,70404200
2023-12-14,198.02000427246094,199.6199951171875,196.16000366210938,198.11000061035156,197.85752868652344,66831600
2023-12-15,197.52999877929688,198.39999389648438,197.0,197.57000732421875,197.31822204589844,128256700
2023-12-18,196.08999633789062,196.6300048828125,194.38999938964844,195.88999938964844,195.64035034179688,55751900
2023-12-19,196.16000366210938,196.9499969482422,195.88999938964844,196.94000244140625,196.68902587890625,40714100
2023-12-20,196.89999389648438,197.67999267578125,194.8300018310547,194.8300018310547,194.5817108154297,52242800
2023-12-21,196.10000610351562,197.0800018310547,193.5,194.67999267578125,194.431884765625,46482500
2023-12-22,195.17999267578125,195.41000366210938,192.97000122070312,193.60000610351562,193.35328674316406,37122800
2023-12-26,193.61000061035156,193.88999938964844,192.8300018310547,193.0500030517578,192.80398559570312,28919300
2023-12-27,192.49000549316406,193.5,191.08999633789062,193.14999389648438,192.90383911132812,48087700
2023-12-28,194.13999938964844,194.66000366210938,193.1699981689453,193.5800018310547,193.3332977294922,34049900
2023-12-29,193.89999389648438,194.39999389648438,191.72999572753906,192.52999877929688,192.28463745117188,42628800
